Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days,Delay_Risk
2026-04-23,0,299,680,29.92,1.25,2,3,8,True
2026-04-24,4,38,775,11.41,1.02,2,4,4,True
2026-04-25,4,102,473,14.71,1.13,2,5,6,True
2026-04-26,0,247,607,52.28,1.3,3,4,8,True
2026-04-27,3,284,202,12.83,1.16,2,5,5,True
2026-04-28,1,131,446,39.6,1.44,0,3,6,True
2026-04-29,4,270,832,19.19,1.47,4,1,2,False
2026-04-30,0,183,846,21.45,1.22,3,4,9,True
2026-05-01,2,187,899,23.67,1.27,4,5,2,True
2026-05-02,0,240,67,11.91,1.32,0,4,7,True
2026-05-03,2,210,91,18.86,1.33,1,4,5,True
2026-05-04,3,189,777,42.52,1.03,2,4,6,True
2026-05-05,1,64,842,34.94,1.03,0,2,8,False
2026-05-06,0,33,177,49.87,1.43,1,1,4,False
2026-05-07,4,250,662,13.06,1.11,3,2,9,False
2026-05-08,3,176,828,54.44,1.29,0,2,9,False
2026-05-09,0,153,558,59.82,1.31,3,5,5,True
2026-05-10,4,56,2,10.79,1.08,4,3,7,True
2026-05-11,0,72,998,58.38,1.38,4,1,4,False
2026-05-12,2,37,102,21.79,1.43,3,0,8,False
2026-05-13,0,57,272,44.63,1.14,4,6,5,True
2026-05-14,0,206,533,24.62,1.44,4,1,4,False
2026-05-15,0,215,115,36.09,1.04,2,0,3,False
2026-05-16,3,262,858,35.52,1.4,3,5,2,True
2026-05-17,0,54,911,28.06,1.32,3,5,7,True
2026-05-18,4,234,463,45.88,1.29,1,4,5,True
2026-05-19,2,238,103,39.98,1.12,2,5,7,True
2026-05-20,2,109,258,35.41,1.18,0,0,8,False
2026-05-21,0,271,307,59.14,1.46,2,6,8,True
2026-05-22,3,27,366,57.0,1.23,0,0,3,False
2026-05-23,3,275,928,57.77,1.3,3,5,9,True
2026-05-24,4,227,809,54.07,1.47,2,6,5,True
2026-05-25,0,150,641,22.76,1.23,1,6,2,True
2026-05-26,2,243,806,27.5,1.19,4,0,7,False
2026-05-27,3,216,301,21.55,1.45,0,4,2,True
2026-05-28,0,161,559,59.31,1.46,4,4,4,True
2026-05-29,3,271,26,17.63,1.18,3,2,7,False
2026-05-30,3,115,507,28.33,1.3,3,0,2,False
2026-05-31,2,45,526,19.95,1.48,3,1,7,False
2026-06-01,1,130,774,21.17,1.03,4,3,7,True
2026-06-02,4,142,364,22.35,1.02,3,2,8,False
2026-06-03,4,205,952,41.98,1.26,3,0,2,False
2026-06-04,2,187,297,13.8,1.15,4,2,2,False
2026-06-05,3,70,776,38.63,1.29,3,5,6,True
2026-06-06,0,24,360,50.96,1.36,0,5,6,True
2026-06-07,3,96,645,48.33,1.03,2,5,2,True
2026-06-08,2,179,503,17.56,1.44,0,0,8,False
2026-06-09,4,227,952,55.74,1.14,3,0,7,False
2026-06-10,3,276,587,48.5,1.19,3,2,8,False
2026-06-11,4,224,29,10.27,1.17,3,0,7,False
2026-06-12,0,274,438,46.87,1.42,3,6,6,True
2026-06-13,4,30,339,46.87,1.09,4,0,8,False
2026-06-14,4,27,125,34.84,1.01,2,3,5,True
2026-06-15,1,51,595,12.3,1.49,4,1,7,False
2026-06-16,1,47,565,39.0,1.49,4,4,3,True
2026-06-17,1,225,365,48.29,1.13,3,3,3,True
2026-06-18,4,247,794,23.54,1.0,0,4,6,True
2026-06-19,2,147,851,43.35,1.32,0,4,8,True
2026-06-20,4,274,442,27.7,1.32,1,1,3,False
2026-06-21,2,231,262,38.69,1.47,2,6,6,True
2026-06-22,2,258,935,29.23,1.15,1,3,4,True
2026-06-23,1,226,871,25.19,1.09,4,0,9,False
2026-06-24,3,264,221,52.8,1.31,1,1,7,False
2026-06-25,0,64,839,47.69,1.28,1,0,2,False
2026-06-26,1,124,1,27.27,1.36,1,0,3,False
2026-06-27,1,253,909,31.73,1.44,2,5,2,True
2026-06-28,3,208,393,44.59,1.28,0,0,9,False
2026-06-29,0,63,305,50.55,1.08,0,0,8,False
2026-06-30,4,244,145,44.22,1.3,1,3,3,True
2026-07-01,4,161,529,37.05,1.19,2,4,9,True
2026-07-02,1,155,527,57.72,1.23,0,4,5,True
2026-07-03,0,195,307,48.71,1.48,3,3,5,True
2026-07-04,1,161,964,15.78,1.28,0,4,6,True
2026-07-05,2,99,947,37.91,1.07,0,5,2,True
2026-07-06,1,101,670,30.48,1.22,2,1,6,False
2026-07-07,1,154,996,49.75,1.11,2,0,4,False
2026-07-08,4,226,339,12.23,1.07,0,0,9,False
2026-07-09,4,196,918,30.54,1.36,3,6,6,True
2026-07-10,4,262,351,25.91,1.31,3,5,7,True
2026-07-11,2,74,809,17.06,1.25,1,0,8,False
2026-07-12,4,160,208,28.94,1.21,1,2,7,False
2026-07-13,0,75,957,43.64,1.16,0,1,6,False
2026-07-14,3,34,204,28.08,1.04,0,2,9,False
2026-07-15,0,204,624,39.0,1.15,0,3,6,True
2026-07-16,0,107,689,39.64,1.42,3,2,3,False
2026-07-17,4,116,972,39.36,1.39,4,4,3,True
2026-07-18,3,163,720,36.48,1.49,1,4,4,True
2026-07-19,3,27,635,15.85,1.33,1,1,2,False
2026-07-20,3,234,14,20.92,1.28,4,2,5,False
2026-07-21,2,192,857,50.0,1.15,0,2,8,False
2026-07-22,4,242,427,35.12,1.04,1,0,2,False
2026-07-23,3,59,475,45.3,1.31,3,1,5,False
2026-07-24,2,201,297,38.5,1.24,4,0,3,False
2026-07-25,1,289,556,11.93,1.38,3,1,9,False
2026-07-26,1,206,93,49.81,1.21,0,6,8,True
2026-07-27,2,264,106,13.22,1.49,1,1,6,False
2026-07-28,2,250,418,57.16,1.2,3,2,7,False
2026-07-29,4,174,277,20.77,1.17,4,5,4,True
2026-07-30,4,194,127,35.62,1.44,0,0,8,False
2026-07-31,1,134,969,13.18,1.2,1,3,4,True
2026-08-01,3,37,458,54.75,1.44,1,0,7,False
2026-08-02,1,291,37,59.0,1.01,0,3,4,True
2026-08-03,3,31,608,17.31,1.35,0,4,2,True
2026-08-04,3,211,197,24.79,1.04,0,1,3,False
2026-08-05,4,251,703,10.79,1.07,3,6,8,True
2026-08-06,0,112,356,49.35,1.35,2,0,3,False
2026-08-07,0,237,6,25.57,1.14,1,1,6,False
2026-08-08,2,297,555,39.44,1.11,3,5,8,True
2026-08-09,4,48,331,11.96,1.4,4,0,7,False
2026-08-10,3,96,518,45.77,1.47,1,4,7,True
2026-08-11,0,28,193,36.47,1.12,2,0,9,False
2026-08-12,3,43,315,46.25,1.16,4,4,2,True
2026-08-13,0,34,0,49.48,1.36,1,1,6,False
2026-08-14,0,183,61,14.46,1.41,2,6,5,True
2026-08-15,0,32,342,38.9,1.5,0,2,3,False
2026-08-16,4,191,600,42.5,1.14,2,5,4,True
2026-08-17,1,219,17,35.84,1.28,1,6,8,True
2026-08-18,3,95,619,19.12,1.07,2,3,7,True
2026-08-19,4,183,646,49.78,1.17,1,1,6,False
2026-08-20,4,80,370,59.87,1.02,1,5,5,True
2026-08-21,4,264,821,58.46,1.11,2,5,4,True
2026-08-22,4,174,578,48.88,1.25,2,2,4,False
2026-08-23,4,276,604,30.91,1.08,4,1,6,False
2026-08-24,2,263,649,26.87,1.44,4,1,6,False
2026-08-25,3,181,700,13.43,1.36,3,0,6,False
2026-08-26,4,87,570,30.81,1.01,1,4,9,True
2026-08-27,3,296,698,17.8,1.44,4,6,3,True
2026-08-28,2,180,234,22.72,1.49,3,4,9,True
2026-08-29,2,278,68,54.59,1.25,1,0,7,False
2026-08-30,3,114,446,58.43,1.16,3,0,9,False
2026-08-31,0,265,609,57.43,1.13,4,1,7,False
2026-09-01,1,240,7,19.67,1.04,3,4,2,True
2026-09-02,0,142,461,55.04,1.25,2,6,7,True
2026-09-03,0,206,999,17.08,1.03,3,1,6,False
2026-09-04,0,281,310,35.38,1.25,0,6,9,True
2026-09-05,4,292,133,42.18,1.13,0,6,7,True
2026-09-06,2,79,384,33.12,1.24,3,2,3,False
2026-09-07,0,144,55,57.59,1.21,0,2,8,False
2026-09-08,2,70,992,26.66,1.15,3,6,2,True
2026-09-09,3,197,359,36.37,1.22,3,0,8,False
2026-09-10,1,158,970,13.77,1.24,3,4,9,True
2026-09-11,3,189,113,52.61,1.42,0,2,5,False
2026-09-12,3,58,87,30.67,1.33,1,6,2,True
2026-09-13,4,88,137,45.03,1.22,3,4,9,True
2026-09-14,1,255,107,44.11,1.45,3,6,9,True
2026-09-15,3,67,499,43.81,1.38,2,4,3,True
2026-09-16,3,76,534,35.35,1.04,2,3,3,True
2026-09-17,1,296,143,23.88,1.08,4,2,7,False
2026-09-18,1,118,868,41.25,1.04,0,2,2,False
2026-09-19,3,34,655,58.09,1.16,1,1,2,False
2026-09-20,1,198,55,51.7,1.22,3,6,7,True
2026-09-21,3,81,619,15.44,1.25,3,1,9,False
2026-09-22,3,138,862,11.16,1.43,0,6,8,True
2026-09-23,4,56,5,34.95,1.01,4,5,3,True
2026-09-24,0,153,541,48.79,1.21,4,4,3,True
2026-09-25,3,45,446,25.7,1.21,2,6,9,True
2026-09-26,2,27,996,45.06,1.47,0,0,5,False
2026-09-27,0,23,384,56.6,1.12,4,1,3,False
2026-09-28,0,40,306,32.95,1.06,4,1,3,False
2026-09-29,0,168,873,22.21,1.07,1,5,4,True
2026-09-30,4,44,856,55.89,1.26,2,5,4,True
2026-10-01,3,162,638,33.61,1.2,2,4,9,True
2026-10-02,4,264,301,30.39,1.38,2,5,4,True
2026-10-03,3,62,632,27.67,1.16,4,2,9,False
2026-10-04,4,204,404,31.15,1.06,3,1,6,False
2026-10-05,4,61,610,43.68,1.19,4,0,7,False
2026-10-06,2,111,677,31.69,1.44,4,4,6,True
2026-10-07,4,72,836,26.21,1.2,0,2,3,False
2026-10-08,1,103,830,47.18,1.42,2,3,4,True
2026-10-09,2,53,752,20.15,1.19,2,0,7,False
2026-10-10,4,95,561,20.1,1.14,1,5,5,True
2026-10-11,0,216,779,44.82,1.39,2,6,5,True
2026-10-12,1,107,836,53.34,1.1,4,2,8,False
2026-10-13,1,254,509,22.06,1.12,0,4,5,True
2026-10-14,1,251,72,19.56,1.02,1,6,3,True
2026-10-15,2,26,811,43.52,1.09,4,3,7,True
2026-10-16,4,57,563,41.04,1.19,4,5,4,True
2026-10-17,4,71,264,32.36,1.2,1,5,3,True
2026-10-18,0,162,226,14.79,1.21,4,0,8,False
2026-10-19,0,240,192,14.59,1.24,4,1,8,False
2026-10-20,1,259,373,48.87,1.29,0,1,9,False
2026-10-21,0,162,750,32.59,1.09,0,0,9,False
2026-10-22,2,68,9,52.9,1.31,0,1,3,False
2026-10-23,4,296,301,38.74,1.17,2,4,5,True
2026-10-24,1,290,358,40.94,1.37,1,0,4,False
2026-10-25,0,33,739,56.71,1.28,0,0,6,False
2026-10-26,2,34,953,18.23,1.28,4,6,9,True
2026-10-27,2,253,804,37.15,1.34,2,5,9,True
2026-10-28,0,82,51,12.91,1.17,1,1,2,False
2026-10-29,4,215,751,27.95,1.21,0,5,3,True
2026-10-30,0,46,98,17.4,1.29,0,0,4,False
2026-10-31,1,112,592,19.39,1.21,1,3,2,True
2026-11-01,0,124,12,56.74,1.22,0,0,2,False
2026-11-02,2,71,389,40.53,1.14,1,1,8,False
2026-11-03,0,200,953,54.61,1.14,1,1,6,False
2026-11-04,4,76,356,32.18,1.35,4,1,6,False
2026-11-05,3,139,639,39.88,1.0,1,1,9,False
2026-11-06,0,62,815,11.6,1.05,3,6,3,True
2026-11-07,4,154,927,33.48,1.47,0,4,3,True
2026-11-08,4,279,10,38.2,1.09,4,6,9,True
2026-11-09,2,216,80,10.84,1.21,2,1,9,False
2026-11-10,4,152,260,49.47,1.42,3,3,4,True
2026-11-11,4,274,5,24.77,1.0,1,0,8,False
2026-11-12,4,239,457,32.62,1.46,2,2,6,False
2026-11-13,4,60,372,36.78,1.03,2,2,7,False
2026-11-14,1,274,480,59.61,1.09,2,4,8,True
2026-11-15,1,21,221,14.96,1.01,2,2,6,False
2026-11-16,2,214,916,37.76,1.26,4,1,7,False
2026-11-17,0,261,809,36.53,1.47,4,2,4,False
2026-11-18,4,168,80,13.45,1.42,2,6,7,True
2026-11-19,0,217,922,41.7,1.32,3,3,6,True
2026-11-20,0,264,514,24.34,1.09,0,5,5,True
2026-11-21,2,127,59,15.19,1.43,0,1,2,False
2026-11-22,4,231,220,18.93,1.38,4,2,5,False
2026-11-23,4,175,961,51.18,1.13,3,1,9,False
2026-11-24,3,45,348,15.21,1.4,3,4,2,True
2026-11-25,0,101,560,33.35,1.44,1,3,9,True
2026-11-26,0,102,227,19.76,1.35,4,0,7,False
2026-11-27,1,150,289,18.12,1.05,3,5,4,True
2026-11-28,3,119,292,20.29,1.49,3,1,4,False
2026-11-29,1,275,809,34.64,1.04,0,3,2,True
2026-11-30,1,68,192,21.89,1.33,3,4,2,True
2026-12-01,1,82,955,14.84,1.06,3,4,2,True
2026-12-02,2,124,473,50.07,1.45,2,3,2,True
2026-12-03,2,124,256,36.99,1.17,0,2,3,False
2026-12-04,1,34,954,17.84,1.26,0,3,6,True
2026-12-05,3,194,505,33.57,1.09,2,6,6,True
2026-12-06,0,278,387,13.42,1.27,0,2,4,False
2026-12-07,3,230,614,39.02,1.47,1,2,3,False
2026-12-08,4,278,397,27.02,1.45,1,3,2,True
2026-12-09,2,121,365,15.18,1.03,4,4,3,True
2026-12-10,0,279,657,19.18,1.19,0,0,2,False
2026-12-11,0,178,289,27.29,1.13,0,0,7,False
2026-12-12,4,64,768,50.32,1.24,1,3,6,True
2026-12-13,4,270,308,18.69,1.42,4,1,2,False
2026-12-14,1,184,277,15.48,1.37,4,3,7,True
2026-12-15,2,212,463,35.8,1.17,1,0,6,False
2026-12-16,2,28,188,37.93,1.19,1,5,2,True
2026-12-17,3,84,917,14.51,1.33,2,3,7,True
2026-12-18,1,200,177,24.22,1.1,4,5,8,True
2026-12-19,1,298,527,23.14,1.05,4,5,9,True
2026-12-20,1,49,923,19.31,1.12,2,6,4,True
2026-12-21,1,285,987,25.78,1.06,1,5,6,True
2026-12-22,2,236,374,11.86,1.18,2,4,7,True
2026-12-23,2,124,597,42.58,1.47,2,0,4,False
2026-12-24,1,203,759,59.42,1.06,3,0,3,False
2026-12-25,3,167,453,41.7,1.41,4,0,8,False
2026-12-26,0,124,216,28.05,1.27,1,4,9,True
2026-12-27,0,66,41,43.4,1.32,3,0,2,False
2026-12-28,3,106,193,38.58,1.09,3,1,3,False
2026-12-29,1,148,326,52.34,1.08,3,0,2,False
2026-12-30,2,277,372,41.09,1.08,1,3,6,True
2026-12-31,0,166,464,41.7,1.33,2,1,9,False
2027-01-01,4,91,162,21.08,1.37,1,2,9,False
2027-01-02,4,159,275,30.78,1.46,4,0,2,False
2027-01-03,3,46,363,27.22,1.2,4,6,7,True
2027-01-04,1,48,641,10.57,1.23,2,2,5,False
2027-01-05,0,290,774,25.66,1.23,1,2,5,False
2027-01-06,1,193,479,34.3,1.13,2,4,5,True
2027-01-07,0,272,688,39.99,1.16,2,3,4,True
2027-01-08,3,79,978,56.73,1.42,1,5,5,True
2027-01-09,3,126,459,21.96,1.17,4,3,2,True
2027-01-10,4,239,264,17.62,1.43,1,2,3,False
2027-01-11,1,278,538,53.47,1.15,4,4,4,True
2027-01-12,4,165,973,57.09,1.17,0,1,9,False
2027-01-13,1,71,385,34.4,1.28,0,6,6,True
2027-01-14,4,79,84,15.76,1.05,0,0,8,False
2027-01-15,2,53,707,34.27,1.46,3,5,4,True
2027-01-16,2,115,315,15.47,1.41,4,1,7,False
2027-01-17,2,108,242,54.16,1.34,4,0,9,False
2027-01-18,2,250,468,45.41,1.49,1,2,7,False
2027-01-19,0,294,879,22.06,1.01,4,4,3,True
2027-01-20,2,265,341,54.33,1.21,1,6,8,True
2027-01-21,3,130,176,41.9,1.43,3,4,5,True
2027-01-22,3,253,129,57.66,1.22,1,5,8,True
2027-01-23,0,297,656,59.02,1.0,0,5,3,True
2027-01-24,2,185,82,10.16,1.08,1,3,4,True
2027-01-25,2,147,359,16.01,1.22,1,5,4,True
2027-01-26,2,256,87,37.35,1.33,1,3,4,True
2027-01-27,4,126,531,57.79,1.08,4,1,3,False
2027-01-28,1,147,741,59.71,1.22,2,5,2,True
2027-01-29,4,214,971,38.37,1.01,2,3,2,True
2027-01-30,1,162,984,18.69,1.24,2,0,7,False
2027-01-31,2,130,637,18.15,1.45,4,4,5,True
2027-02-01,2,109,470,48.19,1.3,0,4,8,True
2027-02-02,4,270,497,39.6,1.22,2,2,7,False
2027-02-03,4,299,506,37.44,1.08,2,2,6,False
2027-02-04,1,243,353,33.29,1.1,3,5,3,True
2027-02-05,3,120,415,46.26,1.04,3,5,2,True
2027-02-06,1,151,50,52.9,1.37,0,1,5,False
2027-02-07,4,32,599,25.15,1.04,1,6,6,True
2027-02-08,4,117,681,21.05,1.19,1,2,5,False
2027-02-09,0,139,62,43.51,1.37,3,0,9,False
2027-02-10,4,218,88,55.74,1.36,3,6,5,True
2027-02-11,0,20,700,27.41,1.29,0,3,7,True
2027-02-12,3,79,189,23.62,1.29,0,3,7,True
2027-02-13,1,269,898,21.31,1.05,4,1,9,False
2027-02-14,1,159,600,22.72,1.09,1,3,6,True
2027-02-15,0,168,347,16.75,1.27,4,4,8,True
2027-02-16,1,63,843,39.84,1.17,2,3,4,True
2027-02-17,4,205,537,24.04,1.01,0,2,2,False
2027-02-18,2,127,175,40.75,1.4,1,4,8,True
2027-02-19,0,63,363,14.15,1.33,1,2,2,False
2027-02-20,1,97,775,15.77,1.16,4,6,6,True
2027-02-21,0,245,900,36.81,1.05,3,2,9,False
2027-02-22,0,181,906,35.58,1.3,3,1,2,False
2027-02-23,2,272,553,23.58,1.17,0,6,3,True
2027-02-24,4,151,482,51.36,1.13,3,1,3,False
2027-02-25,0,163,986,19.35,1.36,2,4,3,True
2027-02-26,1,285,118,28.03,1.16,1,6,6,True
2027-02-27,3,128,168,37.78,1.07,3,3,7,True
2027-02-28,0,213,619,53.36,1.24,0,5,5,True
2027-03-01,0,54,997,30.93,1.41,2,5,5,True
2027-03-02,2,294,146,29.93,1.42,4,0,4,False
2027-03-03,4,206,687,38.98,1.42,4,3,4,True
2027-03-04,3,262,436,25.83,1.21,2,4,9,True
2027-03-05,1,283,438,45.46,1.4,0,0,3,False
2027-03-06,3,29,887,22.43,1.43,4,2,9,False
2027-03-07,1,185,188,51.16,1.23,1,2,3,False
2027-03-08,4,48,159,23.62,1.16,1,0,6,False
2027-03-09,1,290,813,59.64,1.35,0,2,3,False
2027-03-10,2,106,859,25.82,1.45,0,3,3,True
2027-03-11,2,42,931,53.94,1.49,1,1,3,False
2027-03-12,2,229,401,29.87,1.15,0,5,2,True
2027-03-13,2,65,585,22.3,1.48,2,6,5,True
2027-03-14,3,47,863,21.31,1.25,0,3,8,True
2027-03-15,4,45,17,52.51,1.15,1,2,2,False
2027-03-16,1,285,139,25.44,1.49,3,1,7,False
2027-03-17,1,194,114,26.93,1.44,0,3,3,True
2027-03-18,2,23,327,19.85,1.35,4,5,8,True
2027-03-19,2,86,224,58.07,1.45,2,2,3,False
2027-03-20,0,154,557,22.24,1.34,2,3,9,True
2027-03-21,4,74,438,22.37,1.22,2,2,2,False
2027-03-22,3,50,549,57.19,1.47,4,4,2,True
2027-03-23,1,93,717,55.04,1.48,4,0,6,False
2027-03-24,0,38,385,22.45,1.16,2,2,6,False
2027-03-25,0,175,520,53.24,1.18,2,5,9,True
2027-03-26,1,175,252,22.49,1.19,2,3,9,True
2027-03-27,3,166,619,14.22,1.41,0,6,3,True
2027-03-28,0,106,900,51.02,1.4,4,5,2,True
2027-03-29,0,39,97,48.58,1.49,1,2,7,False
2027-03-30,4,288,786,24.73,1.23,0,2,6,False
2027-03-31,3,62,70,14.51,1.37,1,5,9,True
2027-04-01,0,47,550,20.32,1.43,0,3,8,True
2027-04-02,3,279,809,48.55,1.11,0,3,4,True
2027-04-03,1,41,912,58.24,1.31,1,1,2,False
2027-04-04,2,120,446,22.95,1.27,2,6,5,True
2027-04-05,0,58,89,50.91,1.37,1,5,8,True
2027-04-06,4,189,429,21.4,1.35,3,5,4,True
2027-04-07,1,149,218,43.98,1.41,4,2,4,False
2027-04-08,3,175,106,14.18,1.16,3,4,9,True
2027-04-09,1,93,475,39.26,1.11,0,0,8,False
2027-04-10,0,109,915,23.46,1.4,1,5,7,True
2027-04-11,3,86,453,56.29,1.18,2,2,2,False
2027-04-12,2,255,903,24.49,1.14,2,3,8,True
2027-04-13,1,219,607,29.92,1.17,3,1,9,False
2027-04-14,0,246,914,52.03,1.03,3,2,7,False
2027-04-15,4,252,543,31.91,1.39,0,4,8,True
2027-04-16,3,285,125,21.92,1.36,4,3,3,True
2027-04-17,1,105,146,37.38,1.28,0,4,5,True
2027-04-18,1,121,279,52.0,1.36,2,4,6,True
2027-04-19,2,233,23,31.66,1.19,1,5,7,True
2027-04-20,2,127,951,16.64,1.15,3,0,6,False
2027-04-21,4,184,720,29.15,1.43,2,0,9,False
2027-04-22,4,110,119,57.72,1.21,0,5,3,True
2027-04-23,0,211,785,13.6,1.1,4,2,5,False
2027-04-24,0,105,651,30.42,1.37,1,0,7,False
2027-04-25,4,241,296,42.4,1.17,4,2,9,False
2027-04-26,4,120,854,13.93,1.11,0,2,5,False
2027-04-27,3,245,943,27.25,1.01,0,5,4,True
2027-04-28,2,79,81,57.03,1.49,2,6,4,True
2027-04-29,0,269,447,11.53,1.23,1,3,5,True
2027-04-30,2,67,911,47.59,1.08,0,6,7,True
2027-05-01,2,136,719,52.07,1.38,2,3,7,True
2027-05-02,4,246,995,23.85,1.44,0,1,7,False
2027-05-03,3,52,918,20.74,1.26,2,6,9,True
2027-05-04,1,63,469,55.74,1.01,4,0,2,False
2027-05-05,3,184,422,48.2,1.18,2,5,7,True
2027-05-06,3,244,544,15.67,1.12,4,1,2,False
2027-05-07,2,223,23,20.61,1.32,3,5,2,True
2027-05-08,3,191,60,41.07,1.26,0,4,5,True
2027-05-09,0,31,822,30.97,1.18,3,2,6,False
2027-05-10,2,140,700,35.21,1.32,1,6,2,True
2027-05-11,0,263,83,57.58,1.29,3,2,6,False
2027-05-12,1,171,224,31.01,1.45,2,3,2,True
2027-05-13,2,171,990,54.08,1.3,2,4,5,True
2027-05-14,1,207,679,43.04,1.25,1,2,9,False
2027-05-15,2,32,185,16.08,1.41,1,2,2,False
2027-05-16,4,110,374,47.23,1.1,0,4,9,True
2027-05-17,3,219,71,36.01,1.12,2,4,7,True
2027-05-18,4,93,73,21.25,1.39,1,2,6,False
2027-05-19,1,275,896,24.48,1.22,3,4,3,True
2027-05-20,3,295,340,37.87,1.2,2,0,7,False
2027-05-21,2,90,152,40.09,1.44,1,4,6,True
2027-05-22,3,97,95,58.41,1.31,0,1,3,False
2027-05-23,0,149,564,52.74,1.4,4,1,9,False
2027-05-24,3,62,444,20.29,1.4,2,2,7,False
2027-05-25,0,27,685,48.7,1.06,2,2,6,False
2027-05-26,3,32,109,10.41,1.33,2,3,7,True
2027-05-27,0,232,457,16.49,1.48,2,4,9,True
2027-05-28,1,130,827,19.99,1.24,4,6,7,True
2027-05-29,4,42,50,39.86,1.37,4,1,9,False
2027-05-30,2,273,376,19.73,1.28,0,3,8,True
2027-05-31,3,34,764,28.26,1.1,2,2,8,False
2027-06-01,4,149,72,22.14,1.1,1,6,2,True
2027-06-02,2,80,211,26.87,1.22,3,5,2,True
2027-06-03,2,134,431,57.12,1.24,2,5,6,True
2027-06-04,0,86,723,59.87,1.25,4,0,2,False
2027-06-05,1,268,762,44.29,1.48,0,4,2,True
2027-06-06,1,194,167,38.62,1.05,2,3,5,True
2027-06-07,4,21,774,45.42,1.19,0,0,4,False
2027-06-08,1,191,330,48.58,1.26,1,6,4,True
2027-06-09,3,73,980,46.95,1.48,1,6,7,True
2027-06-10,1,86,741,14.09,1.25,1,6,8,True
2027-06-11,4,121,750,25.51,1.39,1,5,6,True
2027-06-12,1,139,786,27.17,1.37,3,2,9,False
2027-06-13,3,210,493,28.46,1.28,0,1,9,False
2027-06-14,0,66,142,27.22,1.07,2,3,9,True
2027-06-15,4,241,581,49.35,1.11,3,3,4,True
2027-06-16,0,40,444,47.38,1.12,2,2,3,False
2027-06-17,0,177,823,10.23,1.02,4,2,6,False
2027-06-18,0,178,393,24.82,1.19,3,1,9,False
2027-06-19,2,254,511,41.18,1.31,3,1,9,False
2027-06-20,2,169,685,16.01,1.07,4,1,6,False
2027-06-21,0,276,847,13.56,1.09,3,0,3,False
2027-06-22,4,184,620,51.42,1.35,0,0,4,False
2027-06-23,3,96,714,32.63,1.08,1,2,3,False
2027-06-24,3,104,696,52.78,1.07,2,6,2,True
2027-06-25,1,65,802,51.18,1.49,4,6,6,True
2027-06-26,4,66,327,54.67,1.01,1,3,5,True
2027-06-27,2,232,603,12.41,1.16,3,0,8,False
2027-06-28,0,78,258,19.31,1.02,0,2,3,False
2027-06-29,1,73,833,24.81,1.42,3,5,8,True
2027-06-30,3,31,436,16.81,1.29,4,5,6,True
2027-07-01,2,211,717,34.27,1.02,3,0,9,False
2027-07-02,2,25,563,49.95,1.31,0,1,9,False
2027-07-03,0,163,348,57.56,1.06,3,5,7,True
2027-07-04,3,280,692,54.48,1.25,3,2,7,False
2027-07-05,4,92,949,32.87,1.33,3,5,8,True
2027-07-06,2,193,814,41.82,1.07,3,1,6,False
2027-07-07,0,251,514,21.53,1.25,0,4,3,True
2027-07-08,4,289,448,30.15,1.23,2,5,8,True
2027-07-09,3,241,398,53.56,1.46,1,3,5,True
2027-07-10,2,71,595,11.46,1.5,4,1,6,False
2027-07-11,4,135,213,36.64,1.33,2,3,9,True
2027-07-12,4,45,545,53.64,1.43,0,2,2,False
2027-07-13,4,72,561,16.1,1.32,4,6,2,True
2027-07-14,2,48,288,59.13,1.44,4,6,8,True
2027-07-15,2,38,840,10.62,1.22,3,4,9,True
2027-07-16,1,298,258,54.31,1.3,1,3,2,True
2027-07-17,3,136,257,27.68,1.42,1,6,5,True
2027-07-18,0,125,387,16.63,1.46,0,5,4,True
2027-07-19,4,246,783,17.87,1.01,2,0,2,False
2027-07-20,1,205,693,45.06,1.05,3,5,8,True
2027-07-21,0,280,544,53.54,1.47,1,5,8,True
2027-07-22,1,35,264,42.05,1.28,3,2,3,False
2027-07-23,2,292,312,56.44,1.5,2,4,9,True
2027-07-24,4,179,39,52.12,1.4,4,0,4,False
2027-07-25,0,269,997,10.45,1.41,2,6,3,True
2027-07-26,0,243,819,43.47,1.19,4,0,5,False
2027-07-27,0,275,209,25.23,1.13,2,5,2,True
2027-07-28,0,199,271,32.73,1.3,3,4,6,True
2027-07-29,0,39,135,14.7,1.44,2,1,8,False
2027-07-30,1,131,598,24.1,1.36,1,4,2,True
2027-07-31,4,139,59,41.63,1.24,1,4,5,True
2027-08-01,2,213,509,20.92,1.38,0,6,2,True
2027-08-02,2,130,675,42.38,1.35,1,6,8,True
2027-08-03,2,229,514,56.15,1.46,1,4,9,True
2027-08-04,2,20,14,10.25,1.13,4,3,2,True
2027-08-05,1,77,613,49.29,1.06,3,1,2,False
2027-08-06,3,112,254,42.07,1.24,3,6,5,True
2027-08-07,4,240,736,12.33,1.18,4,6,9,True
2027-08-08,0,230,721,49.51,1.49,1,2,2,False
2027-08-09,3,251,534,21.23,1.0,2,0,7,False
2027-08-10,2,281,234,23.29,1.47,4,5,6,True
2027-08-11,3,122,130,14.68,1.48,3,3,9,True
2027-08-12,4,69,669,36.72,1.03,0,1,9,False
2027-08-13,0,129,684,34.91,1.44,3,4,8,True
2027-08-14,0,107,16,27.36,1.24,2,5,8,True
2027-08-15,4,39,881,18.44,1.38,3,6,6,True
